timesteps,callback_step,reward_mean,reward_min,reward_max,done_rate,action_abs_mean,action_std,spikes_mean,state_fr_mean,state_peak_vm_mean,state_last_mp_mean,period_mean,amplitude_mean,duty_cycle_mean,delay_mean,train_actor_loss,train_critic_loss,train_ent_coef,train_ent_coef_loss
600,50,1.566776847980553,0.0021247904777233185,2.5780699425703135,1.0,0.4837698325780926,0.5296437218303399,1.4166666666666667,0.2995455746283821,0.5568270419630081,-0.6123685109791716,9.10365219450138,244.9311111082998,0.39844252267474745,15.486527705153593,nan,nan,nan,nan
1200,100,1.9674151142073424,0.6461952349027569,2.7848199433707572,1.0,0.47793877997381146,0.5578789918099227,2.1666666666666665,0.4391823021079006,0.7757090854437328,-0.6366932798399678,14.867077012106057,243.7023626978171,0.675074184671072,10.203757308140839,nan,nan,nan,nan
1800,150,1.3479757499562035,0.0005566990789313204,2.625056958666425,1.0,0.49958493310567514,0.5707629467797428,1.25,0.26601244922317574,0.5448945077154337,-0.6127015952074713,15.174310989825612,222.5227452926133,0.6414352125564112,18.070810920367485,nan,nan,nan,nan
2400,200,1.8183744024701787,0.003992547741958007,3.507319480118192,1.0,0.5259035288491555,0.5790681975265294,1.6666666666666667,0.3458223905749848,0.65097628841227,-0.6208144944159438,14.946024893502235,283.3343932450609,0.34589192081716297,12.147269202848706,nan,nan,nan,nan
3000,250,1.2505296312256136,-0.3079370780246271,2.2208398972848915,1.0,0.5035767072222793,0.5861510646187686,1.0833333333333333,0.23536052014934813,0.5352971353269586,-0.6040109373037434,13.223372154123647,281.16660602174176,0.346868275429475,16.610084844405907,nan,nan,nan,nan
3600,300,1.4255039466298633,0.0029083158194069844,2.8677512676831114,1.0,0.5208597083673762,0.6076403982202876,1.4166666666666667,0.2966643782970033,0.5535554529182353,-0.6151353187411412,14.653324756530951,257.0585695245675,0.4590767192963574,18.35961658150673,nan,nan,nan,nan
4200,350,1.3698067642672986,0.0005059484210315164,2.4116437787817544,1.0,0.4950743208250732,0.5782221068628088,1.1666666666666667,0.24462516968764306,0.43760089971831667,-0.5957956603302947,17.3233199624587,204.09641496181382,0.44740909435601645,12.753864582582702,nan,nan,nan,nan
4800,400,0.950144488872997,-2.147941441176081,3.1384749093576265,1.0,0.5202220215387281,0.5951880298975251,2.0833333333333335,0.40092584210364884,0.5547648019720876,-0.6215022691716472,15.919127162248811,249.45714786508225,0.5516532145148573,9.686318652559672,nan,nan,nan,nan
5400,450,1.343753171953031,0.0003232012184415906,2.3957356222087656,1.0,0.494951993227005,0.5707740861297671,1.3333333333333333,0.27815829509284945,0.4335911695180592,-0.6051952640723594,12.865796662047508,200.82621276378632,0.50513537555933,14.716867730021477,-3.9311933517456055,0.7937543988227844,0.987138956785202,-0.08709666132926941
6000,500,0.8566766036171628,-2.387584387942157,2.1347609616456618,1.0,0.5794155014057955,0.6424246546054525,1.5833333333333333,0.30434933804923664,0.43859777825013174,-0.6058095412319336,13.22791949202617,283.16637376944226,0.4433116958290339,15.355761498212814,-3.9928717017173767,0.8231421113014221,0.9670499265193939,-0.22486497834324837
