timesteps,callback_step,reward_mean,reward_min,reward_max,done_rate,action_abs_mean,action_std,spikes_mean,state_fr_mean,state_peak_vm_mean,state_last_mp_mean,period_mean,amplitude_mean,duty_cycle_mean,delay_mean,train_actor_loss,train_critic_loss,train_ent_coef,train_ent_coef_loss
600,50,1.3931754842150401,0.00012296489510253719,2.645164944300122,1.0,0.5012792381717757,0.5775818163823458,1.25,0.2599146603703005,0.5331121888406708,-0.6072458150430197,11.962983165534625,248.80764758433966,0.4974215731597518,16.486766556931354,nan,nan,nan,nan
1200,100,1.391857967453962,7.58608163651288e-05,2.7439542051833943,1.0,0.490111886034205,0.5680973684059026,1.25,0.26775196972472637,0.6406973224788528,-0.6122474829969725,19.001891791111984,244.21321304648453,0.5045186661580044,15.922609800064924,nan,nan,nan,nan
1800,150,1.000830951624774,3.853396864206471e-05,2.677526697081125,1.0,0.5559010707972581,0.6266296560174592,0.75,0.16307570783428338,0.2196431001956344,-0.5786175273586326,12.831791721921102,173.39606491711098,0.5275884745722526,17.41512933219553,nan,nan,nan,nan
2400,200,1.569738047042694,0.581321420015871,2.1596715400313458,1.0,0.452975483309708,0.5165990483267123,1.5833333333333333,0.333676544705311,0.7585005666467032,-0.6305388060680256,11.261898961345947,299.80375708251626,0.6352491692305967,17.94078322700349,nan,nan,nan,nan
3000,250,1.2909709937468679,0.0008303695570037046,2.5141663143800037,1.0,0.49159478942170504,0.5855884211684872,1.3333333333333333,0.27527709876147066,0.44297798703080327,-0.6008300893711745,17.836129416719054,189.20369947717654,0.5471361569017433,14.538759292547924,nan,nan,nan,nan
3600,300,1.2411935618975913,-0.359446720283481,2.6535450904788522,1.0,0.5361841830765172,0.6053311713636154,1.3333333333333333,0.2827790119257789,0.5479386420940869,-0.6099179392615878,16.355208336942848,249.49755906544917,0.4847221611265997,13.771116572900624,nan,nan,nan,nan
4200,350,1.2773372468230113,0.0,2.7389692823207947,1.0,0.4611030969853494,0.5406312426252928,1.25,0.26427292872162506,0.4359859073068839,-0.6049425459569845,17.788806055090884,220.35728574698115,0.4185928274130449,15.648299394101512,nan,nan,nan,nan
4800,400,0.901620481154897,-1.7835759610316142,2.070293341699103,1.0,0.5273182821926209,0.5959468908090773,1.5833333333333333,0.32121851851795563,0.5381763799941562,-0.6163417801256242,17.241196622769326,304.2289027784404,0.4076528066935949,14.696543123821622,nan,nan,nan,nan
5400,450,1.317456694849491,-0.8875126660881936,2.001217287707389,1.0,0.510244082659483,0.5637426150026208,1.8333333333333333,0.3642787419430618,0.6522120072072942,-0.6238572766477962,16.980807431315384,270.3537307679653,0.5815680155903101,14.619395732879639,-4.036202669143677,0.13634072802960873,0.9866674691438675,-0.09034058637917042
6000,500,1.2126954420600997,-0.33139643285302256,2.4139592666431744,1.0,0.5066627586881319,0.5678559609965481,1.5833333333333333,0.3212185185179557,0.5532602476482714,-0.6140730356599878,13.047405996297798,256.47719701131183,0.4645788151025772,12.86768652498722,-3.957193970680237,0.12134651839733124,0.9669093489646912,-0.2259558029472828
