timesteps,callback_step,reward_mean,reward_min,reward_max,done_rate,action_abs_mean,action_std,spikes_mean,state_fr_mean,state_peak_vm_mean,state_last_mp_mean,period_mean,amplitude_mean,duty_cycle_mean,delay_mean,train_actor_loss,train_critic_loss,train_ent_coef,train_ent_coef_loss
600,50,2.24685264007551,1.9941333333333333,3.993512849447033,1.0,0.4958454774408378,0.5711664615290194,1.25,0.269491490226277,0.7489662868333326,-0.6193874685472001,17.18134778825527,308.3209359456727,0.46204781799646427,18.096960974716545,nan,nan,nan,nan
1200,100,0.9988629668962595,0.0,1.9993993521373326,1.0,0.942532896947038,0.08478822800356853,0.5,0.11103649922492313,0.11075416718227515,-0.5707197995129994,29.22539727628076,492.2305806054889,0.9502079159207643,29.30185102391988,-1.3273574113845825,3.4107438027858734,nan,nan
1800,150,5.296497217971635,1.9972,5.96255539249442,1.0,0.944426530438553,0.9472273458573712,4.333333333333333,0.7126269435685025,0.779796643935882,-0.6625853523574449,0.6603333060812048,483.02763417207944,0.969055204524193,0.7277949928538874,-6.659433364868164,3.000660866498947,nan,nan
2400,200,5.6248897631918355,1.9972,5.964087246919557,1.0,0.9371547675691545,0.941278446064769,4.666666666666667,0.7616823380803681,0.7803686421488255,-0.6699634365416637,1.6064363260722407,488.44899019847315,0.9785660119401292,0.8311699191108346,-11.02801775932312,8.67401784658432,nan,nan
3000,250,5.7084455905394185,1.9972,6.9543333333333335,1.0,0.9370466971692318,0.9411496836986292,4.75,0.7670568159977788,0.7759462901553885,-0.66877190769499,1.198071310450323,490.6690937350504,0.958452294206945,0.7698549400083721,-14.679861068725586,22.377697467803955,nan,nan
3600,300,5.625650052910044,1.9974120006552045,5.962987838689731,1.0,0.9426054663496567,0.9454026176055518,4.666666666666667,0.7616823380803681,0.7777640657790702,-0.6693757261887646,0.824605860726054,483.50269267878804,0.9849985131694484,1.184365583176259,-18.53071165084839,37.174521923065186,nan,nan
4200,350,5.956072943262206,5.95,5.9663701467717845,1.0,0.9302601400704589,0.9348217345878931,5.0,0.8107377325922337,0.7806356900588289,-0.6753111246540696,0.5839470498886657,488.45229628689896,0.9559162874583853,1.5815208666026592,-21.47744846343994,52.33137893676758,nan,nan
4800,400,4.469451128920398,0.0,5.960792118046902,1.0,0.9427589924453059,0.9458176396952332,3.5833333333333335,0.5960100713406173,0.6619526825255752,-0.645320264886513,0.6811978617349328,480.2395697721901,0.9745592890723492,0.8064823364838958,-24.202695846557617,85.12722110748291,nan,nan
5400,450,5.212710920248895,1.9972,5.961589394528646,1.0,0.9332085435550349,0.9387535561516939,4.25,0.7048922519801923,0.7767586210409082,-0.6635619156306837,1.4917005721858,486.437420535367,0.9653446283988888,0.66137520596385,-26.701974868774414,99.44152641296387,nan,nan
6000,500,4.552920841239425,1.9972,5.95902760371944,1.0,0.9451887673931196,0.9485473783805508,3.5833333333333335,0.6067814629564611,0.7684947221418721,-0.651486548484519,0.7842428735643624,480.163795252641,0.9822574768285267,0.7863484136760235,-29.061997413635254,107.1527853012085,nan,nan
