episode,timesteps,episode_return,episode_length,spikes_mean,state_fr_mean,state_peak_vm_mean,state_last_mp_mean,electrode_radius,theta,phi,period_mean,amplitude_mean,duty_cycle_mean,delay_mean,action_abs_mean,action_std,train_actor_loss,train_critic_loss
1,80,4.248227703659446,10,1.9,0.8465512684356614,0.7530851784309366,-0.6278722291950762,1.0,0.0,0.0,nan,255.87752212101356,nan,11.578697486625847,0.5457663912859793,0.6003383180252274,nan,nan
2,80,3.4398635100661927,10,1.2,0.5987431236270739,0.38012920528524863,-0.6041314477972015,1.0,0.0,0.0,nan,238.657875093698,nan,16.917142207206602,0.47685613090231643,0.570499037727564,nan,nan
3,80,3.8832439130542036,10,1.5,0.7164497620615826,0.5036827636614549,-0.6139057226284683,1.0,0.0,0.0,nan,257.72003962025366,nan,10.991693006657552,0.46457687439963874,0.5545734220926384,nan,nan
4,80,5.019724485291114,10,2.2,0.8437522718092463,0.6520351815052413,-0.6352089409180472,1.0,0.0,0.0,nan,287.91617196587754,nan,13.31657640610751,0.4661542463901043,0.5494490124884316,nan,nan
5,80,3.348920862553445,10,1.3,0.719370162792948,0.6226823036749025,-0.6159928655500514,1.0,0.0,0.0,nan,244.1615004977968,nan,15.916370399896062,0.512856798348976,0.5894218410088925,nan,nan
6,80,1.4215167416328176,10,2.2,0.8481450869898198,0.7605989162165263,-0.6335910834930807,1.0,0.0,0.0,nan,318.0486668051505,nan,11.581106763265597,0.5464286938015254,0.6137156293493932,nan,nan
7,80,5.8901885979452775,10,1.2,0.5499082278144514,0.2548300417524688,-0.5923748549818805,1.0,0.0,0.0,nan,205.21523784005117,nan,13.698451178759111,0.472286443738091,0.5501220505439708,nan,nan
8,80,3.170572790701211,10,1.8,0.703703188953763,0.5023048770756574,-0.6116918397131506,1.0,0.0,0.0,nan,305.5395361117106,nan,13.53215158610485,0.5640555432482992,0.6282533893945297,nan,nan
9,160,2.5088065791265826,10,1.2,0.598743123627074,0.3760171263057256,-0.6025263445671816,1.0,0.0,0.0,nan,309.34979137896096,nan,15.70385440005291,0.5812429224261052,0.6340800356934898,nan,nan
10,160,6.0888075929853365,10,1.6,0.788241905414834,0.6350848485966928,-0.6282613284266766,1.0,0.0,0.0,nan,267.9668799799173,nan,17.23914637695665,0.43665307749752147,0.5323981000533334,nan,nan
11,160,5.8245347376664025,10,1.3,0.6971491224769234,0.6198676816324131,-0.613115172361583,1.0,0.0,0.0,nan,290.24341533216204,nan,19.348278143863553,0.46217571088399545,0.5471996888951736,nan,nan
12,160,2.677451079615396,10,1.9,0.7977163726230388,0.6351931595363649,-0.6291110088403739,1.0,0.0,0.0,nan,254.08041388592807,nan,15.917055374700197,0.452705116706158,0.5412319206659578,nan,nan
13,160,5.571681448274202,10,1.3,0.7682050586055706,0.7481143988586679,-0.6253051806284244,1.0,0.0,0.0,nan,261.9865154128787,nan,21.53029495403898,0.46419055746871685,0.5299348320601964,nan,nan
14,160,0.845640884698216,10,1.5,0.6978616445127543,0.5118848194569751,-0.6171402237005797,1.0,0.0,0.0,nan,244.56185749805513,nan,15.24439820366815,0.5129300395517471,0.5773359519020597,nan,nan
15,160,4.845329001881749,10,1.6,0.788241905414834,0.6353462066697639,-0.6290839425363443,1.0,0.0,0.0,nan,256.36741854938117,nan,17.812386064247125,0.46007921885432557,0.5346314680295128,nan,nan
16,160,4.548629557804014,10,2.0,0.7984525798476428,0.6329735574818666,-0.6279540941105045,1.0,0.0,0.0,nan,275.5100807575981,nan,16.01985767364736,0.4340331046829082,0.5049985687939883,nan,nan
17,240,4.820161327713583,10,1.5,0.6756406041967298,0.506932286882188,-0.6105693747620886,1.0,0.0,0.0,nan,237.29636658151549,nan,17.886906972133854,0.5090830613806506,0.5777418307661396,nan,nan
18,240,2.4891950627540576,10,1.8,0.7519232816467316,0.6295293953236978,-0.6214814239920485,1.0,0.0,0.0,nan,241.99376194293092,nan,14.649587425271474,0.5033676488819637,0.5728572481202258,nan,nan
19,240,7.927788770928148,10,1.7,0.8228578136704288,0.7548088968513323,-0.6283284368879014,1.0,0.0,0.0,nan,258.9530479502517,nan,16.550438561470706,0.5364838791329737,0.5965039783643504,nan,nan
20,240,5.814040578804773,10,1.0,0.6202516419072677,0.5007046548421977,-0.5988644067089537,1.0,0.0,0.0,nan,169.71078209263783,nan,13.927559127416083,0.5560297698465936,0.6111038623843856,nan,nan
21,240,5.98684687651271,10,1.9,0.7754953323070143,0.6338913017820936,-0.6224696676539484,1.0,0.0,0.0,nan,231.54235055144733,nan,14.425397606848117,0.5068549139565862,0.5978367317762703,nan,nan
22,240,5.374313576818233,10,1.3,0.5845241360700462,0.3758194464205058,-0.5933798995799442,1.0,0.0,0.0,nan,212.32045008415372,nan,13.280953265999415,0.5823049552369548,0.6476366355743949,nan,nan
23,240,4.156129797970477,10,1.5,0.6792735269639261,0.5092854452932281,-0.6093961615811176,1.0,0.0,0.0,nan,308.88076692712923,nan,10.779162832138095,0.565052761930903,0.625094641596033,nan,nan
24,240,7.165360039197737,10,1.7,0.7251880220451834,0.5143889841660675,-0.6147765064255746,1.0,0.0,0.0,nan,194.37965006932765,nan,9.45789499418284,0.5282926169782262,0.612787416129384,nan,nan
25,320,0.9216972578161011,10,1.8,0.7482903588795354,0.6319802696298855,-0.6211256563245915,1.0,0.0,0.0,nan,320.15720455141184,nan,15.254875274281158,0.5473607856498571,0.626778788656861,nan,nan
26,320,7.682908718766722,10,1.5,0.6268057083841072,0.3769802113681396,-0.6012579602368822,1.0,0.0,0.0,nan,229.40476947725793,nan,15.08774665567078,0.585748308654132,0.6482937749094728,nan,nan
