308 13
0	63740	0	1	39	0.543	115	1.84000000000000000000e+02	4.87000000000000000000e+02	1.94584466516971588135e-02	1.64252042770385742188e+00	0.375	0.46505457162857056
1	63740	0	1	39	0.556	115	1.97000000000000000000e+02	5.13000000000000000000e+02	2.01520808041095733643e-02	1.76737451553344726562e+00	0.375	0.7979986667633057
2	63740	0	1	39	0.548	115	1.98000000000000000000e+02	5.16000000000000000000e+02	2.02468633651733398438e-02	1.78443551063537597656e+00	0.4	0.8434946537017822
3	63740	0	1	39	0.550	115	1.82000000000000000000e+02	4.83000000000000000000e+02	1.93480569869279861450e-02	1.62265014648437500000e+00	0.4	0.4120669364929199
4	63740	0	1	36	0.099	115	1.99000000000000000000e+02	5.18000000000000000000e+02	2.03031729906797409058e-02	1.79457116127014160156e+00	0.675	0.8705230355262756
5	63740	0	1	38	0.891	115	2.03000000000000000000e+02	5.25000000000000000000e+02	2.04745568335056304932e-02	1.82542014122009277344e+00	0.6000000000000001	0.9527871608734131
6	63740	0	1	39	0.518	115	1.94000000000000000000e+02	5.08000000000000000000e+02	2.00269874185323715210e-02	1.74485778808593750000e+00	0.4	0.7379541397094727
7	63740	0	1	39	0.453	115	1.86000000000000000000e+02	4.91000000000000000000e+02	1.95772219449281692505e-02	1.66389977931976318359e+00	0.42500000000000004	0.5220661163330078
8	63740	0	1	3	0.019	115	1.88000000000000000000e+02	4.94000000000000000000e+02	1.96569729596376419067e-02	1.67825520038604736328e+00	1.05	0.5603470802307129
9	63740	0	1	4	0.082	115	1.92000000000000000000e+02	5.03000000000000000000e+02	1.98910329490900039673e-02	1.72038602828979492188e+00	1.075	0.6726959943771362
10	63740	0	1	4	0.173	115	2.00000000000000000000e+02	5.19000000000000000000e+02	2.03180219978094100952e-02	1.79724383354187011719e+00	1.1	0.877650260925293
11	63740	0	1	4	0.252	115	1.82000000000000000000e+02	4.83000000000000000000e+02	1.93402878940105438232e-02	1.62125170230865478516e+00	1.1	0.4083380103111267
12	63740	0	1	4	0.335	115	1.79000000000000000000e+02	4.76000000000000000000e+02	1.91641971468925476074e-02	1.58955550193786621094e+00	1.125	0.3238148093223572
13	63740	0	1	23	0.174	115	2.03000000000000000000e+02	5.26000000000000000000e+02	2.05074381083250045776e-02	1.83133876323699951172e+00	0.9500000000000001	0.9685700535774231
14	63740	0	1	41	0.645	115	1.95000000000000000000e+02	5.08000000000000000000e+02	2.00386624783277511597e-02	1.74695932865142822266e+00	0.65	0.7435583472251892
15	63740	0	1	4	0.418	115	1.80000000000000000000e+02	4.78000000000000000000e+02	1.92112214863300323486e-02	1.59801983833312988281e+00	0.5	0.34638625383377075
16	63740	0	1	39	0.241	115	2.06000000000000000000e+02	5.32000000000000000000e+02	2.06623449921607971191e-02	1.85922205448150634766e+00	0.4	1.0429253578186035
17	63740	0	1	37	0.169	115	1.92000000000000000000e+02	5.03000000000000000000e+02	1.99024807661771774292e-02	1.72244656085968017578e+00	0.525	0.6781906485557556
18	64273	1	1	42	0.054	1	7.03000000000000000000e+02	2.10000000000000000000e+01	2.48950406908988952637e-01	8.28223800659179687500e+00	0.625	0.8245593905448914
19	64273	1	1	36	0.426	1	9.63000000000000000000e+02	2.70000000000000000000e+01	3.32597196102142333984e-01	9.69779872894287109375e+00	0.7000000000000001	1.1784496307373047
20	64273	1	1	17	0.210	1	1.00400000000000000000e+03	2.80000000000000000000e+01	3.45605611801147460938e-01	9.91794109344482421875e+00	1.1	1.233485221862793
21	64273	1	1	39	0.256	1	9.62000000000000000000e+02	2.70000000000000000000e+01	3.32211345434188842773e-01	9.69126892089843750000e+00	0.8	1.1768171787261963
22	64273	1	1	4	0.595	1	9.29000000000000000000e+02	2.60000000000000000000e+01	3.21576178073883056641e-01	9.51128959655761718750e+00	0.875	1.1318223476409912
23	64273	1	1	39	0.179	1	7.78000000000000000000e+02	2.30000000000000000000e+01	2.73047804832458496094e-01	8.69003963470458984375e+00	0.775	0.9265099763870239
