timesteps,callback_step,reward_mean,reward_min,reward_max,done_rate,action_abs_mean,action_std,spikes_mean,state_fr_mean,state_peak_vm_mean,state_last_mp_mean,period_mean,amplitude_mean,duty_cycle_mean,delay_mean,electrode_radius_mean,theta_mean,phi_mean,train_actor_loss,train_critic_loss,train_ent_coef,train_ent_coef_loss
5200,650,0.0,0.0,0.0,1.0,0.9370230451459065,0.8186935820130309,0.0,0.0,-0.6246133209347382,-0.6246230767313221,1.805941908394452,9.896510280668736,0.03617672040127218,29.108052724041045,0.5045721644607855,2.4686341531245737,1.3964354098713119,-0.4554910883307457,1.2762700617313385,nan,nan
5600,700,0.0,0.0,0.0,1.0,0.9202556256932439,0.11011800159609766,0.0,0.0,-0.6246133209347382,-0.6246341555364113,1.4953985497626126,30.885780695825815,0.03756910780211911,1.5367676806636155,0.5617171588892824,3.080764919565653,2.124012340203265,-0.3140309825539589,0.8026334941387177,nan,nan
6000,750,-0.4254836828587785,-3.6576148254618315,0.038859732033547895,1.0,0.8267843333305791,0.6392924275332453,0.125,0.08974017919156412,-0.09477135633153601,-0.6660600829714068,0.8783571084414142,765.7381971366704,0.049312732465332375,1.3051443337462842,0.5334480671284649,3.8674123868186596,1.3374459099273652,-0.5677750408649445,0.5670837089419365,nan,nan
6400,800,0.2116716856454228,0.0,1.5524827024982553,1.0,0.8456370928615797,0.6644226775754343,0.25,0.11843673861734993,-0.24783024534809292,-0.6473789317041858,0.8500387061358194,790.5387647915632,0.03397878783871419,1.410988625138998,0.5366254002698372,2.5952949148014053,1.8222517623132466,-0.5086347013711929,0.5569795854389668,nan,nan
6800,850,0.02633326661000506,0.0,0.03593483778770687,1.0,0.8700770832620037,0.6973105821379948,0.0,0.0,-0.34727537295136535,-0.650211854056671,1.1957681185187539,824.3379524210468,0.020851814354755336,1.0105072113219649,0.5561315156174907,2.4035366462817587,1.5743798586604068,-0.45688924193382263,0.5760245136916637,nan,nan
7200,900,0.021750397217029024,0.0,0.03663570139467119,1.0,0.8874267275677994,0.7311773395914658,0.0,0.0,-0.39554145448797473,-0.6512027115921617,1.4067988938116467,865.2965325745754,0.014140805472270587,1.1905487207695842,0.47019096121234666,2.1457276850098386,1.9628432779648248,-0.354900561273098,0.5493463613092899,nan,nan
7600,950,0.21321409262326121,0.03144771198198997,1.460569537970491,1.0,0.684583945920167,0.7019420565461819,0.25,0.11843673861734993,-0.10076203973304454,-0.6545573873897474,22.541056533844674,672.3672731750412,0.02826025132089853,1.5266588889062405,0.5038394639214243,3.1065498119483035,1.4274492571543154,-0.4929933100938797,0.4686475358903408,nan,nan
8000,1000,0.14102403262845034,0.02436451143930955,0.9012395759961445,1.0,0.7555764024727978,0.7711992971004856,0.125,0.08974017919156412,-0.13458446185801914,-0.6536174075301087,26.15187267555855,719.3320711376145,0.05985847059637307,0.8851047791540623,0.5290326113409183,2.922189718089845,1.7247029208229439,-0.40637076646089554,0.46255630254745483,nan,nan
8400,1050,1.067728814889704,0.033306353489637404,2.807479876313794,1.0,0.7049355641065631,0.7062487059022835,1.25,0.4846697794489008,0.3496106353953062,-0.6446144580484297,20.12085230086115,730.6279280455783,0.04845175996248144,0.31115215038880706,0.5105378683087018,3.0552723781367916,2.0539552802739895,-0.44298918545246124,0.41359392181038857,nan,nan
8800,1100,0.7045645398459643,0.02482989726227141,2.6634697411644215,1.0,0.7428108001331566,0.7513329634107353,0.875,0.3607716283418003,0.18290319170806368,-0.6515436538068151,20.416758893629595,783.964523638133,0.07051892403571401,0.7014060916844755,0.5102672601178687,3.943186374860453,1.4663293461802556,-0.47898904234170914,0.48259203881025314,nan,nan
9200,1150,0.6182294550035199,-2.6101974551434037,2.6908505242291616,1.0,0.5282420964940684,0.5610478276164237,1.25,0.4614346325128654,0.14656274107083467,-0.6598406569122499,10.302452604917633,526.8780655460432,0.597647280304227,0.8055204804986715,0.4767329338273682,3.181623936185775,1.6900143611514706,-0.6136085689067841,0.37943650409579277,nan,nan
9600,1200,1.1426261669315982,0.028078067512002897,2.6055729372345127,1.0,0.5116978731202835,0.46809800741182905,1.625,0.49651286345915685,0.33727879512315273,-0.6455795510687007,8.24302390370518,589.9894296817365,0.34326345501001926,0.0,0.5142876408340615,1.96228603038197,1.2629040083630612,-0.6973366290330887,0.4173937849700451,nan,nan
10000,1250,-0.03175760356948176,-0.4832529209033489,0.03625159960389607,1.0,0.4133277788350824,0.4533595908599432,0.25,0.11843673861734993,-0.13180132730493926,-0.657140486189694,10.225062692333012,594.1458672750741,0.4147066385491053,1.586340127978474,0.4820210957889003,3.603632962694772,1.3968424265241581,-0.6333015710115433,0.45773426815867424,nan,nan
10400,1300,0.6893145100871533,0.03454615700017951,2.276292911593528,1.0,0.5025684284046292,0.37473343130806047,0.875,0.3607716283418003,0.20764173789968088,-0.6517822176900161,8.933408205471933,466.3467069622129,0.28436892030294986,0.6729862676002085,0.5177574902835826,3.0607279853406326,1.8837932173670067,-0.6788328140974045,0.445468220859766,nan,nan
10800,1350,0.46865159860378636,0.028239360340490894,1.8941770571685006,1.0,0.48266203001549,0.4642812848197094,0.875,0.248716561244956,0.03674312649672812,-0.661863178576233,10.867591883467973,619.7165552293882,0.32357044610893354,0.5119494182872586,0.48250150332569364,3.201524339560544,1.108394028906321,-0.7813336253166199,0.4503662884235382,nan,nan
11200,1400,1.0314809205503779,0.03271799748016026,3.3605741780516536,1.0,0.48180840953136794,0.48740766432721666,1.5,0.4910514509694064,0.34974092217159736,-0.6574276025568815,13.064904904101859,606.090173823759,0.26225150141865017,0.2738812705501914,0.4993711561945778,4.168540273906051,1.351954370896081,-0.7484602779150009,0.44663914665579796,nan,nan
