timesteps,callback_step,reward_mean,reward_min,reward_max,done_rate,action_abs_mean,action_std,spikes_mean,state_fr_mean,state_peak_vm_mean,state_last_mp_mean,period_mean,amplitude_mean,duty_cycle_mean,delay_mean,electrode_radius_mean,train_actor_loss,train_critic_loss,train_ent_coef,train_ent_coef_loss
6800,850,0.3199978739637694,0.03220218572414883,2.014936492447398,1.0,0.5686231510917423,0.575176660102365,0.5,0.21363833029866452,0.035893315316890606,-0.6433759880167287,14.685159681923686,651.0731755115557,0.04903288562840316,0.6757170148193836,0.4849587850072677,-0.3583258390426636,0.5243510641157627,nan,nan
7200,900,0.06848524694455546,0.02952419394037365,0.31515321895425874,1.0,0.5999952042038785,0.6016088008913171,0.125,0.08974017919156412,-0.13218830909297263,-0.671538851451778,16.181809424585666,672.4566350749228,0.053983998671174045,0.8324972307309508,0.45097668696829546,-0.3528587892651558,0.5681891329586506,nan,nan
7600,950,0.40524927892478385,0.029619229130825576,2.996267981782121,1.0,0.6048472731054062,0.577780263368678,0.375,0.12389815110710042,-0.11092766654837416,-0.6604995273220314,15.52466474179644,618.8580547168385,0.027659016400575637,1.7243868252262473,0.5030397039619899,-0.35283321142196655,0.44734055548906326,nan,nan
8000,1000,1.1606871231030351,0.028455962606538262,2.3314817326057877,1.0,0.44809966125467326,0.4590670079132375,1.875,0.727004669173351,0.6330134585674266,-0.6162669760843262,9.204143464537918,407.5534692965448,0.6152269591833465,0.796035940584261,0.4853445583237139,-0.46304385364055634,0.4943828135728836,nan,nan
8400,1050,0.8950732463213595,0.030753593494093363,2.2423600337701117,1.0,0.5417775198257004,0.4958100968124105,1.375,0.48559003847965587,0.34894928840254325,-0.6476621947130434,6.5990482814458655,360.893992416095,0.6641588159089589,0.7957481383346021,0.48433454203970905,-0.5185818150639534,0.5820590406656265,nan,nan
8800,1100,0.4903634113572453,0.03080647106737965,2.283051078154904,1.0,0.4667788079532329,0.44090129150333457,0.75,0.24779630221420085,0.043529879608926375,-0.6607962999500587,8.289629299875232,407.2186806006357,0.5451946032897104,0.9859737160149962,0.5080886676205776,-0.5530155897140503,0.40582942217588425,nan,nan
9200,1150,0.6303550230253994,0.03231778463838562,2.0023860830598617,1.0,0.4832802772434661,0.4826976359211646,1.0,0.3662330408315508,0.19279902927316744,-0.6619770853963451,6.5333862196072,464.18650122359395,0.6038514716181089,0.6502986280247569,0.5091260036566518,-0.5916038602590561,0.4713659882545471,nan,nan
9600,1200,0.5082037602877147,0.03492986182283137,1.710256175676592,1.0,0.4529809390078299,0.44140764276675054,0.875,0.3607716283418003,0.20132298036072266,-0.644110037637027,7.245082314308965,460.8154855668545,0.5475765640777536,0.9423613920807838,0.5176738251882775,-0.6543742269277573,0.40776555612683296,nan,nan
10000,1250,1.5289333553412654,0.033527867480508115,3.6791249728628728,1.0,0.4377355674878345,0.36581766136157146,2.0,0.6204110145662572,0.4987596983269229,-0.596073230858607,8.703971814312972,430.36440620198846,0.449648166513216,0.9693894954398274,0.506978470633878,-0.6611865758895874,0.45683104544878006,nan,nan
10400,1300,0.7769076938596637,0.0253458828990083,2.4503521634947774,1.0,0.4571684622351313,0.49670056174527266,1.125,0.37169445332130124,0.16702445069908636,-0.6401579603183366,12.522722254206892,605.2914582251105,0.4106742208078504,0.42132125585339963,0.4925624034846049,-0.6565627008676529,0.451993603259325,nan,nan
10800,1350,0.792532978600623,0.024833147136652953,2.447361008555752,1.0,0.4928611763898516,0.4484579358648785,1.0,0.3662330408315508,0.17218816214195934,-0.6438440046587797,9.484531356159131,528.416016488336,0.38016070297482657,0.8893297892063856,0.5440311651428764,-0.7395304292440414,0.4233235642313957,nan,nan
11200,1400,0.9698608957876717,0.03108647575852931,2.423895244056315,1.0,0.441175375963212,0.42292599673414116,1.375,0.4901311919386512,0.3406955329124308,-0.6464168224390767,9.585643344735725,571.5420541819185,0.39716608124697816,1.394703146070242,0.5039907800028687,-0.7176239639520645,0.44083039090037346,nan,nan
11600,1450,0.9511467859131273,0.028927616895260435,3.115371228326097,1.0,0.416711740574101,0.4107787390472939,1.25,0.37261471235205645,0.17455710215122064,-0.6410865619151973,8.855059927908005,570.3628799528815,0.414866105079418,1.4966669026762247,0.4862489571327162,-0.7745652943849564,0.46479112282395363,nan,nan
12000,1500,0.7001508741853844,0.0293061427056808,2.871647517339128,1.0,0.44547354357200675,0.455218789502407,1.125,0.42819691962808426,0.3307923044351689,-0.6303412123280683,9.651009927762205,596.6230797930621,0.4047704768145922,0.5351735895965248,0.4957581993929336,-0.7494988441467285,0.4607217200100422,nan,nan
12400,1550,1.112873463721786,0.028116112860808326,2.610446793382309,1.0,0.5441827555769123,0.4304659365385379,1.375,0.4901311919386512,0.33171630358914644,-0.6096617958893937,6.59252625865396,581.2139639165252,0.2982373712921981,1.0060002724640071,0.5185322054534445,-0.7948240786790848,0.35988926514983177,nan,nan
12800,1600,1.3853702875225653,0.033810120811687924,3.487444876936209,1.0,0.5097025324648712,0.44303774383583067,1.875,0.4983533815206672,0.3476214903765261,-0.6328293421551276,7.586322468810248,596.7635737615637,0.3144086558814161,0.9431363828480244,0.5094492142552608,-0.7745224833488464,0.4366372562944889,nan,nan
13200,1650,0.5061817361750409,0.02910690220125885,2.401476103480136,1.0,0.492222799512092,0.39737525851248706,0.625,0.24233488972445036,0.04356806202245819,-0.6312235064731173,9.691031032139435,485.9174960292876,0.31509651738335376,0.34822787158191204,0.5191932747236936,-0.898411825299263,0.4086622968316078,nan,nan
13600,1700,0.6102379378479678,-0.43924405272950784,2.4881293406446456,1.0,0.44796856603352353,0.3869914638839028,1.0,0.4505118075333644,0.33740528675834464,-0.6356617261285176,8.468299386341823,555.2772060036659,0.3461931848945096,2.002861015498638,0.4960982510702299,-0.9083510935306549,0.44239435344934464,nan,nan
14000,1750,0.6307419205722435,0.020464530285690903,2.4507525656812046,1.0,0.47339089112301735,0.4445268687806729,0.75,0.24779630221420085,0.008384041994757313,-0.6570522865360484,10.153620968847536,554.5303896069527,0.3404604283543631,0.9635982691543177,0.49962896097144605,-0.9060281962156296,0.4723915420472622,nan,nan
14400,1800,0.45181963182223345,0.024519077708547613,2.7148212343579887,1.0,0.493538532993,0.4424706661851938,0.625,0.24233488972445036,0.017544474209016114,-0.6262200824444666,10.47061002371563,581.2017808057135,0.28776308127911765,1.4261302101658657,0.48920259799314014,-0.9561465382575989,0.4292866140604019,nan,nan
14800,1850,1.9530478059246323,0.03572994557406224,2.81393509950645,1.0,0.4895504106389126,0.34501748004453303,2.5,0.8618256452599524,0.7884766567975485,-0.6265033114316695,6.972743777285795,451.6501168254763,0.34659815050341425,1.169570215861313,0.48889121992825496,-0.9661223441362381,0.42737826332449913,nan,nan
15200,1900,0.2128994724957109,0.02422185358330916,1.479489065670598,1.0,0.49867791892393143,0.4518281048262594,0.25,0.11843673861734993,-0.13667282026442756,-0.6363951952601179,9.91639715578989,601.3819590443745,0.31408065485164116,0.7010199234355241,0.5179303401127897,-0.9507401138544083,0.4987994357943535,nan,nan
15600,1950,1.0610228083769995,0.026753038529441355,3.705249366675763,1.0,0.5152567151125709,0.4779062243646842,1.25,0.37261471235205645,0.18153895789818508,-0.6501951402011843,10.48227857444609,580.2662584464997,0.2876483551948331,0.03460830630501732,0.4877681950045766,-1.0018741935491562,0.45485321059823036,nan,nan
16000,2000,1.008358267662667,0.03030229712970328,2.3327620747850473,1.0,0.46748589936760254,0.4890892797804189,1.5,0.4955926044284017,0.34034551969110866,-0.644215934142826,10.79792109693226,614.820679766126,0.34654395424644463,1.0022971755824983,0.5092768918326139,-0.9157038033008575,0.4106072746217251,nan,nan
16400,2050,0.5342738994394077,0.0245767129567759,2.7366364856036753,1.0,0.5171358221123228,0.48544021463075904,0.75,0.24779630221420085,0.012763030368477035,-0.6400277123485725,9.905894141406751,639.3521902209613,0.29629376578843225,0.23718026583082974,0.5235356568394729,-0.9609916806221008,0.4907883144915104,nan,nan
16800,2100,0.9557269148748072,0.033382758946584726,2.4612725205965225,1.0,0.4893329645274207,0.44768352913147674,1.5,0.4955926044284017,0.3413503270008206,-0.6482809714024315,9.610840017388108,600.551635492593,0.299468464567326,0.860963654704392,0.5263291059920449,-0.9527605324983597,0.4272559694945812,nan,nan
17200,2150,1.0670573201463303,0.027567113895714368,3.4207557051399773,1.0,0.5249916546745226,0.4799160816175025,1.25,0.37261471235205645,0.18588458876691813,-0.6545837614884613,10.847628034339285,592.5101946340874,0.2266880704124924,0.5338362464681268,0.5074350866984643,-0.9733076244592667,0.4515119269490242,nan,nan
17600,2200,1.1654986322920975,-0.40541420570868336,2.825149011425663,1.0,0.5258863710914738,0.472637835091404,1.75,0.586253042650721,0.49475410989057084,-0.6214829073272323,8.904486173884942,611.6812579566613,0.29648976953234524,1.7533670039847493,0.5174636472820211,-1.0311704576015472,0.434455718845129,nan,nan
18000,2250,2.0863615710641388,0.03645859633591839,3.421019927764744,1.0,0.5077461686778406,0.3494491529597976,2.5,0.7406882712451175,0.6486215542736617,-0.6098074865040762,7.696263846608708,479.9851064453833,0.28003681117348606,0.7145232148468494,0.5017573419259644,-1.0518702864646912,0.4345916397869587,nan,nan
18400,2300,1.55779997317949,0.025972650385073875,3.3306085242810446,1.0,0.4900533448380884,0.3823962912491592,2.125,0.7101511937578213,0.6321926592072462,-0.6268280333187227,9.340835119884577,509.5829750644043,0.2893137311236933,0.8086080942302942,0.5069176035517116,-1.0426882207393646,0.42164865881204605,nan,nan
18800,2350,1.3506052307684775,0.028166111207495716,2.6744094902257567,1.0,0.4925342251372058,0.4146572390085985,2.125,0.737927494152852,0.638683794892379,-0.5983185292714628,8.021893241701182,579.1654717177153,0.32305757074442226,1.4911582390777767,0.5117156804604933,-0.9850464463233948,0.36432377249002457,nan,nan
19200,2400,0.37873442526398754,0.029310791697793777,1.902550738809749,1.0,0.48765205058589345,0.47909169826138986,0.75,0.24779630221420085,0.027409624278924682,-0.6534386009862758,11.816862069850176,615.7921249978244,0.27908760073361916,0.6854043251951225,0.48542277588319405,-1.0458144843578339,0.358697060495615,nan,nan
19600,2450,0.43490059595963804,0.023464573304247487,3.2525886929600465,1.0,0.5387625557777938,0.4727653869772701,0.5,0.12481841013785558,-0.13348887525946584,-0.6514857775828431,8.550869722468779,610.411005327478,0.2825625774427317,1.4166864700382575,0.5136188424902404,-1.0199592560529709,0.38481447100639343,nan,nan
20000,2500,0.8355230002618106,0.01592255444781385,2.584208134246806,1.0,0.5302594867389416,0.51265515541046,1.125,0.37169445332130124,0.15997877367161562,-0.6464376664415239,9.659689728282391,669.8685225564986,0.27818330275214975,1.3711104914546013,0.48437406677371503,-0.9665111601352692,0.4002593159675598,nan,nan
20400,2550,0.9896453367376828,0.028069791839770705,3.40420319686234,1.0,0.5285295209905598,0.4757528745447778,1.125,0.36715329986230594,0.20041065483107795,-0.6060203815098603,10.285865921713413,600.090631924104,0.23208451241487638,1.2706336006522179,0.49659885476437404,-1.1133262515068054,0.40420210361480713,nan,nan
20800,2600,1.1322322742676714,0.024719723243595865,3.5185888862507415,1.0,0.48114267496566754,0.4453796647079604,1.625,0.4919717100001615,0.33164397827350756,-0.6077763093500826,9.46393185209541,561.6734486247879,0.33217011743225155,0.9900860767811537,0.524376949821223,-1.0629738867282867,0.4305060990154743,nan,nan
21200,2650,0.8086470226016087,0.030719533326745336,3.530300675605521,1.0,0.5747912339575123,0.5151567864029538,0.875,0.248716561244956,0.0527669659066413,-0.6621111749397496,9.858726141732332,648.4224288724363,0.21647171990523928,0.7516626577125862,0.501568233035895,-1.123618245124817,0.4449479393661022,nan,nan
21600,2700,1.2003012662799524,0.03235816815127277,3.4484422930629126,1.0,0.5155138159752823,0.3914542452552086,1.375,0.37353497138281155,0.20067189874654157,-0.621807704820628,7.882868165040854,511.6881236899644,0.296820247763535,0.7308755186386406,0.5033655480767756,-1.1255359053611755,0.36825357750058174,nan,nan
22000,2750,1.423010059258481,0.030570155119070627,4.405939928283574,1.0,0.4959016777429497,0.42949170433583655,1.75,0.5809433852921582,0.5003208954424572,-0.6226431716727517,9.164127076900913,569.0777071285993,0.29782366667699534,1.1594811346731149,0.4881808540682293,-1.0235010385513306,0.3517338205128908,nan,nan
22400,2800,1.1626243318075535,0.02758611964414831,2.819799987606893,1.0,0.47881302976747975,0.4476586239592561,1.5,0.4910514509694064,0.32793234428347817,-0.6225208481564037,9.93271298167063,572.3203124944121,0.31044200258911586,0.9929778682999313,0.48248605603029093,-1.0993698239326477,0.3851807788014412,nan,nan
22800,2850,0.29793357956515387,0.023758518580307683,2.160364984341654,1.0,0.5517716701724567,0.5151396283575199,0.375,0.12389815110710042,-0.13414588786846787,-0.6488965375269906,7.851174568519927,642.756481654942,0.3178906263771933,0.0,0.5224398737099957,-1.1489181816577911,0.4034687727689743,nan,nan
23200,2900,1.2264007384775066,0.03506537156004767,2.6389958716598914,1.0,0.4549187508528121,0.362386709204041,1.625,0.5853327836199658,0.4973710618850009,-0.6040276133284813,8.985495415632613,477.66074631363153,0.3355451625182468,0.8097113338590134,0.4733114000280384,-1.1318535506725311,0.36229345202445984,nan,nan
23600,2950,0.9024363366840673,0.02663014632615255,2.6293732622870323,1.0,0.5211503019672818,0.4912357221788952,1.25,0.4846697794489007,0.3130529785560864,-0.6517363356284711,9.847844489805865,639.809494256042,0.26891032692743466,1.414912836626172,0.4867953121069286,-1.09060999751091,0.35871173441410065,nan,nan
24000,3000,0.7827491603357277,0.025835891092471648,3.5182861578451314,1.0,0.5170253893593326,0.5119590963126748,0.875,0.248716561244956,0.02147227486959752,-0.6513490653503826,10.021694586222292,654.2903794907033,0.2998401225020644,1.255877148360014,0.47399447082486157,-1.1223218142986298,0.3875625692307949,nan,nan
24400,3050,0.46994685228120203,0.026211347612483362,2.6708123544252493,1.0,0.5884424124378711,0.5016287628660107,0.625,0.24233488972445036,0.04243795178730937,-0.6432115335271712,7.821858326029614,625.10360655142,0.22208157259738073,0.4707442573271692,0.523022650752878,-1.1242848634719849,0.41545760072767735,nan,nan
24800,3100,1.158722221330812,0.028674976978422168,3.263500900722546,1.0,0.5324020825210027,0.41182101155531325,1.625,0.5530153297659397,0.4781383295539513,-0.635344202478191,7.302061745932441,566.5504231583327,0.26544273453357164,0.7470868807286024,0.4724586446202435,-1.1833836436271667,0.3992179073393345,nan,nan
25200,3150,0.9811367960752406,0.03073514944604504,2.7288382543273877,1.0,0.5310777004142437,0.47334542882332126,1.125,0.37169445332130124,0.20393574364034525,-0.6456417859294736,10.258754922750267,602.0458007697016,0.21473735027611837,0.7898987643420696,0.4987527505834457,-1.1766838133335114,0.35700415447354317,nan,nan
25600,3200,2.286606977019698,0.03731671584988274,3.067504581085574,1.0,0.4867700766408234,0.31980260062663873,2.75,0.868207316780458,0.8013955540850951,-0.627041850510754,8.25981524970659,466.0802085418254,0.26156063681701197,2.0524758333340287,0.4976562659658669,-1.2220526337623596,0.37952008843421936,nan,nan
26000,3250,1.096904770866419,0.033263636830654926,3.4909140940462016,1.0,0.5555581252756383,0.45154456631414325,1.625,0.4919717100001615,0.35191345720277734,-0.6250738370893482,7.987313691440503,569.0796817652881,0.262632412466337,0.42328396633820375,0.49652579392661744,-1.2080817222595215,0.40837712213397026,nan,nan
26400,3300,0.7854822911707358,0.028267665447315474,2.3660987330394243,1.0,0.5531597551307641,0.5119057660739019,1.0,0.3662330408315508,0.18789539363238425,-0.6471325693393423,9.78280881525832,657.4421722907573,0.22809225619072093,0.9292412828654051,0.5060459988293582,-1.2062236368656158,0.380656186491251,nan,nan
26800,3350,1.0590944449687933,0.036493903978640045,3.6309361869160695,1.0,0.5594240199134219,0.4864218452041387,1.5,0.4910514509694064,0.373203106083813,-0.640505993888969,8.013396992550696,655.2988113253377,0.2541713648452424,0.9213603206444532,0.49212462911848154,-1.1853875517845154,0.36907219886779785,nan,nan
27200,3400,1.4333276786705171,0.025458981886413636,3.2362202748168905,1.0,0.526139339315705,0.46587999021177795,2.25,0.8231265198854208,0.7686884950132522,-0.5971223907287282,8.035689521813765,620.5567497527227,0.2892785706429277,1.1732846614904702,0.5247258536092152,-1.212540179491043,0.41702869161963463,nan,nan
27600,3450,0.5965196109765707,0.024315822018403287,2.357037830493895,1.0,0.5607635102351196,0.5084891714776644,0.75,0.24779630221420085,0.02435380018756264,-0.6480375522457472,7.644885061546228,690.3739582048729,0.28361384766176345,1.6132248099893332,0.49471927389228887,-1.2631416320800781,0.3928738906979561,nan,nan
28000,3500,0.9754080227591476,0.023602826274950625,3.2859799840914916,1.0,0.5544603365851799,0.49418867575972447,1.125,0.36715329986230594,0.18026922210013835,-0.6328721860454378,8.595783269133245,626.7862552776933,0.23539170232368634,0.7279951684176922,0.4744704543553207,-1.193107157945633,0.38134682178497314,nan,nan
28400,3550,1.2517307572218495,0.028775714122652892,2.8277980305295425,1.0,0.49642196780769154,0.4324966956384696,1.75,0.6094881895867563,0.47890512628594517,-0.5985969596759652,8.91498555732076,561.9215476326644,0.2922992264386266,0.2616561809554696,0.47013079769832017,-1.2170199751853943,0.41800256818532944,nan,nan
28800,3600,1.1804803783330873,0.02751699362317645,3.7922427108293895,1.0,0.549315331481921,0.4862460241737553,1.375,0.37353497138281155,0.16646728123310203,-0.6297128024990002,10.037381654658674,633.6189519206528,0.21729625112668144,0.5038692418020219,0.505952154336685,-1.200160413980484,0.38340653479099274,nan,nan
29200,3650,1.1122501754358642,0.03052063860985865,3.1768148500636624,1.0,0.52844147405267,0.4991198082306453,1.625,0.4965128634591569,0.3434485593959161,-0.6457033918861219,9.031515780652407,661.1109396908432,0.2987348943798861,0.8216315950267017,0.49740863080458453,-1.2462140917778015,0.3966340832412243,nan,nan
29600,3700,0.8290075624843217,0.03146158363349101,3.547786095246587,1.0,0.5413725801045075,0.4959704423832701,0.875,0.248716561244956,0.04721538228326419,-0.6181348507998939,9.235592092564328,628.417651169002,0.24143849088111893,0.641763349995017,0.48921773904661786,-1.2443585097789764,0.4086300730705261,nan,nan
30000,3750,1.57303910720039,0.026170851181556706,3.7908750296507496,1.0,0.603888831945369,0.5682182866344702,1.875,0.4983533815206671,0.31346730387417865,-0.6026038966158086,10.22076509784616,732.4022818356752,0.17592046771082095,1.508985471446067,0.5070552525284617,-1.3328329026699066,0.4059743396937847,nan,nan
30400,3800,1.5483400751863783,0.035570338893910265,3.7929934046990703,1.0,0.5409425226243911,0.45172107886316515,1.875,0.6104084486175114,0.5028756116910522,-0.6136016780041861,9.176794116685631,563.6037107324228,0.25605965385067975,0.3527813474647701,0.5013217597363888,-1.3145426213741302,0.3519488573074341,nan,nan
30800,3850,0.38853149145856913,0.025698103172099047,2.8573294547643293,1.0,0.4970047473989325,0.46337035442949354,0.375,0.12389815110710042,-0.09710978059353673,-0.6135169781493851,7.510719512984796,615.8990196418017,0.39073614362083386,1.6204187669791281,0.5150736932403197,-1.2403027415275574,0.3571719005703926,nan,nan
31200,3900,0.45252821730786136,0.03411003390046074,2.444258152525049,1.0,0.5773139066441217,0.5573974893798177,0.625,0.24233488972445036,0.06118101203772787,-0.6476069558709032,9.097679754623677,731.8586886685807,0.2522832404472865,1.3244132325053215,0.4874615917810378,-1.3380169570446014,0.39508451148867607,nan,nan
31600,3950,1.7420517122361034,0.03452308343249367,3.6292984586137895,1.0,0.5436608240270289,0.4090591142696005,2.125,0.7056100402988261,0.6497715774462114,-0.6100404506773455,7.354338426954346,527.1086073480546,0.2672139878213056,1.7089827521704137,0.49799103240261766,-1.3611874282360077,0.3557887487113476,nan,nan
32000,4000,1.3175337332645825,0.029513558683277624,2.808879797025157,1.0,0.5765776034240844,0.47575247358303624,1.5,0.4955926044284017,0.3438118587336918,-0.6365751542980722,9.080296775868629,595.925887231715,0.1797983759897761,1.2138884505839087,0.5079157517436039,-1.3221025168895721,0.43858544155955315,nan,nan
32400,4050,0.4149905614015059,-0.08311703962047279,2.6007093097969665,1.0,0.5340423206507694,0.47554403152596764,0.875,0.3607716283418003,0.17554382402246949,-0.6200543024445859,8.0936584197497,607.8120255260728,0.29480981467640954,0.49083841033279896,0.5307250994395348,-1.3287705779075623,0.3942122794687748,nan,nan
32800,4100,0.7369393054097964,0.027482725100476415,3.5611301627776415,1.0,0.5905739104491659,0.5556208056501246,0.875,0.248716561244956,0.04255812456040302,-0.630308102603419,10.16330920912558,690.8202719059773,0.18787087757664267,0.3243365488015115,0.4993896184603907,-1.282776951789856,0.36773716285824776,nan,nan
33200,4150,0.2152667021735531,0.034185676936208206,0.9319020071164363,1.0,0.6241723045532126,0.590985485224423,0.625,0.24233488972445036,0.05747943467828995,-0.6577076786674803,10.220020130448974,768.6172046232969,0.18550259934971108,0.6832182995276526,0.5159603352178098,-1.315929353237152,0.38343778997659683,nan,nan
33600,4200,1.060292363467085,0.034436737649246714,2.8116626352918046,1.0,0.5502206583623774,0.4522955269583563,1.25,0.4846697794489007,0.34302302085689956,-0.6370510945026158,9.891052295099943,595.0788236223161,0.17861263122584203,1.2919216457521543,0.5093490860638554,-1.3453816175460815,0.3727312721312046,nan,nan
34000,4250,1.8165010826185215,0.027355357090898397,3.695638266647532,1.0,0.5782910315319896,0.47948833924348255,2.125,0.616790120138017,0.4911608176675968,-0.6216341865194028,7.792098427163436,618.3643478434533,0.2160162115446292,0.7815166236832738,0.5063528186315653,-1.3424980640411377,0.3586460016667843,nan,nan
34400,4300,1.1197347940411122,-0.07865546299980486,3.323462207711061,1.0,0.5651228673075366,0.5440082140676005,1.625,0.5807916301609705,0.47986701234333695,-0.6208537791873687,11.11681829658491,684.673662064597,0.2085779361013556,0.7588470540940762,0.5109124796553819,-1.3522976636886597,0.4190279245376587,nan,nan
34800,4350,0.7939312272732726,0.026138594871140414,3.4022096008125433,1.0,0.5726441559236264,0.5527076444227562,1.5,0.4910514509694064,0.33023389898526706,-0.6286511704592079,9.981877720013436,731.8290791008621,0.24083961446071045,0.6258803978562355,0.5238647550461009,-1.2923746407032013,0.38088496774435043,nan,nan
35200,4400,0.9472040054566885,0.029420768699722696,2.7682704908072475,1.0,0.5353124293360452,0.513614573720203,1.125,0.37169445332130124,0.19770995067635136,-0.6119071394311981,9.93904949862197,655.8597646362614,0.2916954677482136,0.7955562276765704,0.4954935106465016,-1.2930654883384705,0.37934259325265884,nan,nan
35600,4450,0.734299901175127,0.029634199229752606,2.5816070237854962,1.0,0.5615627095467062,0.5205060783528719,1.125,0.37169445332130124,0.19341506083295584,-0.6137923289012464,9.520174808898009,664.4939961843193,0.2613931495977158,0.979348907712847,0.4941626367407851,-1.3374776244163513,0.37719573080539703,nan,nan
36000,4500,0.6571237308617751,0.028098798999412502,3.2320013667241803,1.0,0.5730232745263493,0.5414304228186028,1.0,0.3616918873725554,0.18862176395241537,-0.6273792961928396,7.396802904014475,711.4315251819789,0.30899991473532284,1.210995183500927,0.4854030682891035,-1.2984293401241302,0.36067675426602364,nan,nan
