episode,timesteps,episode_return,episode_length,spikes_mean,state_fr_mean,state_peak_vm_mean,state_last_mp_mean,electrode_radius,theta,phi,period_mean,amplitude_mean,duty_cycle_mean,delay_mean,action_abs_mean,action_std,train_actor_loss,train_critic_loss
1,80,19.39635348952808,10,2.0,0.7039459971636632,0.5131932083622567,-0.6054717888057755,1.0,0.0,0.0,nan,246.99807072384337,nan,nan,0.5751437146765148,0.6393050958611681,nan,nan
2,80,19.281139607769493,10,2.0,0.5697147735604154,0.2606883933438525,-0.5959061004023046,1.0,0.0,0.0,nan,209.1469829329401,nan,nan,0.468906075450788,0.5469355263674589,nan,nan
3,80,17.235024699710713,10,1.7,0.6312962424808577,0.37905363306462314,-0.5964068927069577,1.0,0.0,0.0,nan,195.76538951395804,nan,nan,0.5180350061968206,0.614057439724245,nan,nan
4,80,28.553560188266594,10,2.7,0.9071669720464783,0.7775396521917578,-0.6345598977274929,1.0,0.0,0.0,nan,259.9519152386097,nan,nan,0.4432416247329794,0.5370111592511043,nan,nan
5,80,27.224517553672303,10,3.0,0.6935456613678113,0.393923016752983,-0.6138760848895479,1.0,0.0,0.0,nan,309.7290395520022,nan,nan,0.46760781021569153,0.5604007701015604,nan,nan
6,80,28.1814130062558,10,2.9,0.8676851393371106,0.6548384465377585,-0.6330466050632781,1.0,0.0,0.0,nan,297.56008255404515,nan,nan,0.4871371235841052,0.5736419209366641,nan,nan
7,80,27.81022659902891,10,3.0,0.7702818411105385,0.5231921132480445,-0.6242445680725716,1.0,0.0,0.0,nan,273.8748191839589,nan,nan,0.3985555082103551,0.48007786442953754,nan,nan
8,80,26.543732705431935,10,2.8,0.8850673358354039,0.762393369410663,-0.6332442101550656,1.0,0.0,0.0,nan,267.4845381268748,nan,nan,0.48389666872205417,0.5357588223671841,nan,nan
9,160,27.398184123914785,10,2.7,0.8583320762338558,0.6551286808096111,-0.6285913119320369,1.0,0.0,0.0,nan,223.4485378945934,nan,nan,0.4844683809288858,0.5603284304681985,nan,nan
10,160,16.75854812615555,10,1.7,0.6127081249320294,0.38680695981209634,-0.592344733791043,1.0,0.0,0.0,nan,235.10839440379345,nan,nan,0.5027648247127952,0.5803756167159523,nan,nan
11,160,20.83132066244591,10,2.1,0.6637279572296914,0.3933884390029931,-0.6057680786988031,1.0,0.0,0.0,nan,225.66898501082088,nan,nan,0.5307610124962879,0.6178928462465624,nan,nan
12,160,27.88675445286534,10,2.8,0.9036554533842323,0.7717122886499759,-0.6325640603364782,1.0,0.0,0.0,nan,313.42891188026704,nan,nan,0.5686519791248337,0.6308474858956289,nan,nan
13,160,20.568278039500335,10,2.1,0.6643427603493454,0.3945360001126265,-0.6051677277987447,1.0,0.0,0.0,nan,220.44098725584914,nan,nan,0.47760341080390056,0.5637067369232984,nan,nan
14,160,19.53000441403853,10,2.1,0.5662032548981693,0.2572599112224099,-0.5959255808875951,1.0,0.0,0.0,nan,227.00041569481968,nan,nan,0.5061704919474261,0.5905772673683484,nan,nan
15,160,28.028920446227552,10,3.1,0.860047298892964,0.6515181413300631,-0.6348894643377009,1.0,0.0,0.0,nan,326.12967711239304,nan,nan,0.5909501234379578,0.6417530328241501,nan,nan
16,160,31.59144009253052,10,3.5,0.9629201466507908,0.7805644537217684,-0.6490637622560065,1.0,0.0,0.0,nan,357.5711087282274,nan,nan,0.4607153549912673,0.5271851512762824,nan,nan
17,240,18.692282504479785,10,2.0,0.5654670476735651,0.25863060490618056,-0.5975426939061859,1.0,0.0,0.0,nan,184.56820964332542,nan,nan,0.5847504315098428,0.646241155546769,nan,nan
18,240,24.386502566421893,10,2.5,0.8124175811525985,0.6493835157937088,-0.6209508376192501,1.0,0.0,0.0,nan,272.7511137227938,nan,nan,0.5075664669991719,0.5914592154246304,nan,nan
19,240,23.142466276648033,10,2.3,0.7850912036201694,0.6323655748431379,-0.6165943236417408,1.0,0.0,0.0,nan,225.1257379898421,nan,nan,0.5133941443562009,0.5825794465046026,nan,nan
20,240,23.543736593698114,10,2.5,0.7593349594531253,0.5126886633001562,-0.6187216859566744,1.0,0.0,0.0,nan,277.896386542635,nan,nan,0.5238575155239775,0.5909171459310519,nan,nan
21,240,19.262108105228975,10,1.7,0.7518018775417815,0.6216977794306242,-0.6074563042321849,1.0,0.0,0.0,nan,190.9301517986047,nan,nan,0.4756892313796047,0.5489132562344825,nan,nan
