344 13
0	12537	0	1	27	0.297	115	2.04000000000000000000e+02	5.28000000000000000000e+02	2.05746870487928390503e-02	1.84344351291656494141e+00	2.85	1.0008493661880493
1	12537	0	1	1	0.538	115	2.03000000000000000000e+02	5.25000000000000000000e+02	2.04949490725994110107e-02	1.82909083366394042969e+00	2.6	0.9625756144523621
2	12537	0	0	0	0.000	115	1.79000000000000000000e+02	4.76000000000000000000e+02	1.91550906747579574585e-02	1.58791613578796386719e+00	2.85	0.31944313645362854
3	12537	0	0	0	0.000	115	1.90000000000000000000e+02	4.99000000000000000000e+02	1.97946708649396896362e-02	1.70304083824157714844e+00	2.875	0.6264421939849854
4	12537	0	0	0	0.000	115	1.86000000000000000000e+02	4.90000000000000000000e+02	1.95484068244695663452e-02	1.65871334075927734375e+00	2.9000000000000004	0.5082355737686157
5	25869	1	1	12	0.089	115	1.87000000000000000000e+02	4.93000000000000000000e+02	1.96225419640541076660e-02	1.67205750942230224609e+00	4.925000000000001	0.5438200235366821
6	25869	1	1	12	0.058	115	1.97000000000000000000e+02	5.13000000000000000000e+02	2.01626103371381759644e-02	1.76926994323730468750e+00	4.95	0.8030532002449036
7	25869	1	1	12	0.029	115	2.01000000000000000000e+02	5.22000000000000000000e+02	2.04008799046277999878e-02	1.81215846538543701172e+00	4.9750000000000005	0.9174224734306335
8	25869	1	1	12	0.004	115	1.96000000000000000000e+02	5.11000000000000000000e+02	2.01032403856515884399e-02	1.75858330726623535156e+00	5.0	0.7745556235313416
9	32884	2	0	0	0.000	115	2.01000000000000000000e+02	5.20000000000000000000e+02	2.03646402806043624878e-02	1.80563533306121826172e+00	1.625	0.9000275135040283
10	32884	2	0	0	0.000	115	1.83000000000000000000e+02	4.85000000000000000000e+02	1.94137990474700927734e-02	1.63448369503021240234e+00	1.6500000000000001	0.44362330436706543
11	32884	2	0	0	0.000	115	1.92000000000000000000e+02	5.04000000000000000000e+02	1.99089087545871734619e-02	1.72360348701477050781e+00	1.675	0.6812758445739746
12	32884	2	0	0	0.000	115	1.82000000000000000000e+02	4.82000000000000000000e+02	1.93154998123645782471e-02	1.61678981781005859375e+00	1.7000000000000002	0.39643967151641846
13	32884	2	0	0	0.000	115	2.07000000000000000000e+02	5.35000000000000000000e+02	2.07484848797321319580e-02	1.87472736835479736328e+00	1.7000000000000002	1.084272861480713
14	32884	2	0	0	0.000	115	1.88000000000000000000e+02	4.94000000000000000000e+02	1.96407642215490341187e-02	1.67533743381500244141e+00	1.7000000000000002	0.552566409111023
15	32884	2	1	1	0.102	115	1.90000000000000000000e+02	4.99000000000000000000e+02	1.97821259498596191406e-02	1.70078253746032714844e+00	1.75	0.6204200387001038
