timesteps,callback_step,reward_mean,reward_min,reward_max,done_rate,action_abs_mean,action_std,spikes_mean,state_fr_mean,state_peak_vm_mean,state_last_mp_mean,period_mean,amplitude_mean,duty_cycle_mean,delay_mean,electrode_radius_mean,train_actor_loss,train_critic_loss,train_ent_coef,train_ent_coef_loss
400,50,2.5690821632956653,0.769976909514323,6.186984755580319,1.0,0.5523484179849084,0.5857601997797588,3.5,0.5551094111119164,0.7513686289783241,-0.6440757259677722,19.270682046021882,644.9110151921232,0.6012736987265863,17.56226770331618,0.5360386034318876,nan,nan,nan,nan
800,100,2.3986538960410333,0.9800000000000001,4.011621711702245,1.0,0.5291060756076984,0.5881654645182982,2.625,0.51344042660371,0.7591812299762257,-0.6428206808503593,15.3193300878099,382.1337237250874,0.45591001447362234,12.86184229480037,0.5108579892885108,nan,nan,nan,nan
1200,150,2.4577992220231546,0.0,5.36050448892516,1.0,0.43425204471848783,0.5180501839688624,3.875,0.6145468396643873,0.5891975669535734,-0.6496458450579982,8.715960874944628,683.3561297768049,0.5113660721313555,14.138110469165076,0.5427197184884172,nan,nan,nan,nan
1600,200,3.663692056743952,1.590025203550347,7.268510309458015,1.0,0.5177149541409269,0.581913541255003,4.875,0.6959282178391963,0.746516781948859,-0.6602160613807349,11.215361809413329,399.9238328961254,0.8463817127460804,11.944981060386137,0.4595853057105397,nan,nan,nan,nan
2000,250,1.2987058450861806,0.0,2.0948117930308428,1.0,0.5906222306501825,0.666230235087369,1.5,0.32006309391313953,0.6049851802387748,-0.6225847237550451,10.00471137653386,456.48989554193133,0.5114708580064996,22.249091390665722,0.5198476888946727,nan,nan,nan,nan
2400,300,2.228076131133227,1.001234780012159,4.779157473355419,1.0,0.47520652132309205,0.5414905185440196,3.75,0.5993105833594036,0.7649981124866366,-0.6621423321962802,14.765548418202908,548.3444666100899,0.5164083161708126,12.777169682247187,0.4738968197805954,nan,nan,nan,nan
2800,350,1.8313330216499781,0.0,3.4724280031140413,1.0,0.45638937591916273,0.5429474576326546,2.25,0.4353816136896697,0.5922855005834504,-0.6400249007987744,18.6719917247566,409.94907959925547,0.4862011744553097,17.55795005514855,0.4885303382128481,nan,nan,nan,nan
3200,400,1.6185137415625197,0.0,4.268167406803916,1.0,0.4628452466407499,0.5551573774816396,2.625,0.4789106437262601,0.6049901754497298,-0.6431680168366817,13.097656638151353,576.5184003415488,0.45538594714495484,16.64708773653678,0.49940225855646825,nan,nan,nan,nan
3600,450,2.7745832331143525,0.857394079621141,4.854359770984668,1.0,0.45946582558142846,0.5324009288357373,4.25,0.6575828210681032,0.7460175056092728,-0.6547064606147635,15.306886816804248,584.8315115760632,0.5493267396173463,12.241760677702139,0.4927996452032414,nan,nan,nan,nan
4000,500,2.064278301506371,0.0,5.393703950074765,1.0,0.4806254038567812,0.5578005538394543,2.75,0.4904579673870793,0.5858687670724965,-0.625820380187349,17.622536105172816,643.194543629317,0.3923504630692398,15.926150849518592,0.4540936908380905,nan,nan,nan,nan
