timesteps,callback_step,reward_mean,reward_min,reward_max,done_rate,action_abs_mean,action_std,spikes_mean,state_fr_mean,state_peak_vm_mean,state_last_mp_mean,period_mean,amplitude_mean,duty_cycle_mean,delay_mean,train_actor_loss,train_critic_loss,train_ent_coef,train_ent_coef_loss
600,50,1.6181316380591613,0.00143138974514125,2.448587146584879,1.0,0.44905174647768337,0.5084790827119526,1.25,0.26775196972472637,0.6404675138344812,-0.6130298234794261,14.177877871667347,208.40770130356154,0.4971095915138722,14.647771194577217,-3.940255641937256,0.16751448810100555,0.9957980513572693,-0.028204873204231262
1200,100,1.5655980824784612,0.0018122141971165105,2.7153788038226776,1.0,0.4896045575539271,0.5716339825540206,1.5833333333333333,0.33481822053513915,0.6567573030582955,-0.6242261384660049,12.317810293734075,289.25978392362595,0.5419429427385329,15.164588540792465,-3.954796314239502,0.14313283562660217,0.9905899167060852,-0.06358113884925842
1800,150,1.2505816995653285,-2.1124050579826736,2.0696525070946183,1.0,0.5784561087687811,0.6330363462561119,1.5,0.3029219978653676,0.6398057611785982,-0.6197062877662712,15.698631374165416,235.63715318838754,0.558199469819665,15.446875393390656,-3.967012882232666,0.1399761140346527,0.9855184555053711,-0.09850612282752991
2400,200,1.3891831371484222,0.9153489257859531,1.9579012906908975,1.0,0.49018872280915576,0.5337158052500203,1.0833333333333333,0.23883956115244945,0.7412792790539572,-0.61819975830048,15.671526780674855,307.6438431938489,0.5102270406484605,20.24876892566681,-3.9526350498199463,0.13824351131916046,0.9805151224136353,-0.13244250416755676
3000,250,1.3517616564976809,0.00285121766900197,2.526885384556764,1.0,0.5346864660580953,0.5966153240757943,1.0,0.21859395744674492,0.5387840796191065,-0.603419628687783,21.491191644792753,254.39782937367758,0.39205830253660684,16.89572185277939,-3.947230339050293,0.133849635720253,0.9755600094795227,-0.16673921048641205
3600,300,1.3912201362841736,0.0007687274924510851,1.883037058196143,1.0,0.519846323877573,0.5677325872997192,1.3333333333333333,0.2845185324273296,0.6403899420970445,-0.6175158914555929,19.948572391321264,295.12058570981026,0.48163909092545504,17.80740037560463,-3.9059970378875732,0.13966529071331024,0.9706430435180664,-0.1997680813074112
4200,350,0.8776307584988947,-1.9003937426481405,1.8216048222457055,1.0,0.5386992382506529,0.5784791638349092,1.9166666666666667,0.3702739130298213,0.5440692169307909,-0.6230083044896721,17.91059502343337,302.0412089924018,0.6356547731161116,17.50848263502121,-3.905012369155884,0.14009124040603638,0.9657612442970276,-0.23445411026477814
4800,400,1.2358660989624475,0.0005022695048730443,2.33762183731879,1.0,0.4615821863214175,0.5445678899010061,1.0833333333333333,0.22900028281486803,0.33083663493574034,-0.5937732780297905,14.90407493305703,200.07085551818213,0.40294500783085824,15.068524107336998,-3.894883155822754,0.13603900372982025,0.9609098434448242,-0.2677348852157593
5400,450,1.4319832678674702,-2.310265248779915,2.7083389866387955,1.0,0.5643284271160761,0.617584447141212,1.8333333333333333,0.36884657284595224,0.7555434814014266,-0.633490914589258,10.920404950256147,313.2956239084403,0.4603241623938084,16.339614391326904,-3.8939876556396484,0.11798537522554398,0.9560889005661011,-0.30118098855018616
6000,500,1.1858408899757495,0.0013031096958757828,1.9196056469261598,1.0,0.4874708652496338,0.5531035815106672,0.8333333333333334,0.18332131153998787,0.4269773875523866,-0.5944347381446613,19.918590746894477,188.9126586417357,0.5959323336184025,21.429623514413834,-3.8697943687438965,0.1415417641401291,0.9512954950332642,-0.335948646068573
