timesteps,callback_step,reward_mean,reward_min,reward_max,done_rate,action_abs_mean,action_std,spikes_mean,state_fr_mean,state_peak_vm_mean,state_last_mp_mean,period_mean,amplitude_mean,duty_cycle_mean,delay_mean,train_actor_loss,train_critic_loss,train_ent_coef,train_ent_coef_loss
400,50,0.06737596713853776,0.0659039636213475,0.07036703881305176,1.0,0.5195364656164908,0.5875057018863432,0.0,0.0,-0.2698166155670551,-0.6473885448250327,15.029900814789407,568.5046100908894,0.39176287956758593,12.867972273837946,nan,nan,nan,nan
800,100,0.06579545112334617,0.06496570191401448,0.0672180295146684,1.0,0.49236935644780033,0.5459417366575151,0.0,0.0,-0.2781394923848053,-0.6551209922181028,17.035315634984343,804.2282918636643,0.6768946113802851,8.478313612382738,nan,nan,nan,nan
1200,150,0.05078405612775761,0.0,0.06977390765394617,1.0,0.526835085234137,0.5795992966325267,0.0,0.0,-0.3571883537756406,-0.6438172573786803,11.599502070163753,452.6186265601973,0.3980394879194035,10.044586170992577,nan,nan,nan,nan
1600,200,0.05861964743618645,0.0,0.06820032323083901,1.0,0.45154323840844257,0.5415526979179214,0.0,0.0,-0.315926727428639,-0.6571009573273116,12.151486637329551,463.60970240884575,0.6723469902791209,13.955045207574127,nan,nan,nan,nan
2000,250,0.06680170742533523,0.0648468023963329,0.06896750542241346,1.0,0.5049749702445543,0.5796849013145776,0.0,0.0,-0.2728406234280586,-0.6556700358739811,14.835450308086767,613.1261972027893,0.5968216172197205,13.78042246791183,nan,nan,nan,nan
2400,300,0.05008489037725479,0.0,0.06785855963010767,1.0,0.4675517413691484,0.5564181325871387,0.0,0.0,-0.3608701073046736,-0.6465956753635943,13.785507682815993,569.5451308153234,0.36042438421410067,16.445064344764784,nan,nan,nan,nan
2800,350,0.041805133136610356,0.0,0.06881387860678756,1.0,0.4456951748707968,0.5534527337300716,0.0,0.0,-0.4044706775819735,-0.6524559535996461,15.595931508145581,437.54233569687415,0.41034049325233957,17.8036175652041,nan,nan,nan,nan
3200,400,0.06676821072280976,0.06479884051814673,0.06871644734362609,1.0,0.5116499894613653,0.5743502931655965,0.0,0.0,-0.27301701450935134,-0.6663717158399578,18.929454936468275,597.7516984566457,0.5390443886604602,13.543335248672253,nan,nan,nan,nan
3600,450,0.05824427132197973,0.0,0.06847281761925393,1.0,0.5788271801463734,0.6008218186441198,0.0,0.0,-0.317903429422696,-0.6567788647507748,22.867109223318685,558.4402134841542,0.5536560398321041,15.026398333154091,nan,nan,nan,nan
4000,500,0.05814465372352171,0.0,0.06785870842891276,1.0,0.5324736021529107,0.6020741771097324,0.0,0.0,-0.3184280081000881,-0.6506831268724003,10.977563335273395,587.8170790082722,0.5763064049859923,9.636231497856471,nan,nan,nan,nan
4400,550,0.06699972078046956,0.06619961748018226,0.06798095349590526,1.0,0.4508054459168343,0.5126068178476857,0.0,0.0,-0.27179790019892847,-0.6509481945816048,15.884307473368473,547.9012190689708,0.6106379693370032,15.812150000956363,nan,nan,nan,nan
4800,600,0.05042600638191891,0.0,0.06872765076968655,1.0,0.49818091986480834,0.5720305365333808,0.0,0.0,-0.35907381643505,-0.6591771233330365,11.980131738366177,478.7461574558188,0.29867993511725743,14.85615221507881,nan,nan,nan,nan
5200,650,0.06500002524491241,0.06479985876853861,0.06524884824211595,1.0,0.8356880182109307,0.7624817271261274,0.0,0.0,-0.28232814440745013,-0.6676342926453265,29.330836965367197,967.389620054746,0.7820478878761059,1.606411887332797,-0.08383640460669994,0.000999815107206814,nan,nan
5600,700,0.06494355163125912,0.06479938904041731,0.06540619016578814,1.0,0.6490395743458066,0.6629221093836669,0.0,0.0,-0.28262553015069597,-0.6818932007576985,28.813308428584133,977.2475411300547,0.40053277566548784,7.35363797066384,-0.06858254782855511,0.0005990014469716698,nan,nan
6000,750,0.06686017896097977,0.06572935749094874,0.06750397036414219,1.0,0.19944012873020256,0.22840218769579898,0.0,0.0,-0.27253271677995333,-0.6559368612725038,13.594111609623068,590.5182153946953,0.6198213572392706,11.606752225197852,-0.07373709604144096,0.0004942839004797861,nan,nan
6400,800,0.06710823854358638,0.06653753177291138,0.06777961975484335,1.0,0.1596833570911258,0.20571337096117873,0.0,0.0,-0.27122645393310263,-0.6526903500345054,16.09852512201993,524.8290570452809,0.561821477225094,11.957370853051543,-0.07217481732368469,0.0003928662663383875,nan,nan
6800,850,0.06759600409973646,0.06687100930251226,0.06795887422357084,1.0,0.21443424555764068,0.26245159590522904,0.0,0.0,-0.26865791770774433,-0.6726076812398463,16.68870868777507,435.5560102267191,0.5651805904577487,11.816394662309904,-0.07229870185256004,0.0003540010147844441,nan,nan
7200,900,0.06728651218953118,0.0663727568886304,0.06814190606598748,1.0,0.26945054324824014,0.3006236759288545,0.0,0.0,-0.270287678507363,-0.6697487131439686,15.102095684495216,443.4860390610993,0.6056153845589143,11.67658292222768,-0.07189176417887211,0.00032535298305447213,nan,nan
